url,name,brand,price,currency,specs,spec_pricejsonld,spec_currencyjsonld,spec_sku,spec_mpn,spec_metadescription,spec_ogdescription,spec_manufacturers-part-number,spec_brand,spec_material,spec_package-quantity,spec_description,spec_country-of-origin,spec_length,spec_finish,spec_size,spec_unit-of-measurement,spec_type,spec_color,spec_height,spec_width,spec_head,spec_grade,spec_warranty,spec_certifications,spec_weight,spec_diameter,spec_thread,spec_gauge,spec_style,spec_weight-capacity,spec_includes,spec_thread-size,spec_for-use-with,spec_series,spec_full-or-partial-thread,spec_number-of-pieces,spec_depth,spec_thread-length,spec_load-capacity-range,spec_thickness,spec_drive,spec_base-diameter,spec_design,spec_threading-type,spec_alloy,spec_padlock-capacity,spec_installed-length,spec_crown,spec_body-material,spec_units,spec_inner-diameter,spec_fastener-collation,spec_interior-or-exterior-use,spec_pin-diameter,spec_stud-length,spec_pin-length,spec_fire-rating,spec_af,spec_mounting-distance,spec_spring-rate,spec_max-travel,spec_body-mount-material,spec_durometer,spec_cover-plate-material,spec_insert-material,spec_nose-material,spec_fits-door-thickness,spec_end-pressure-start,spec_end-pressure-full,spec_vertical-lifting-load,spec_mounting-location,spec_package-includes,spec_max-deflection,spec_adhesive,spec_set-screw-body-material,spec_ball-material,spec_knob-diameter,spec_mounting-dimensions,spec_cutting-point
https://www.globalindustrial.com/p/neoprene-machinery-leveling-mount-5-long-5-wide-1?referer=L2MvZmFzdGVuZXJzL21hY2hpbmVfbW91bnRzX3BhZHNfdmlicmF0aW9uX2RhbXBlcnMvdmlicmF0aW9uX2lzb2xhdGluZ19tYWNoaW5lX2xldmVsZXJz,"Neoprene Machinery Leveling Mount - 5""L x 5""W x 1-1/4""H",,129.95,USD,"{""price_jsonld"":""79.95"",""currency_jsonld"":""USD"",""sku"":""B250583"",""mpn"":""MLS-2000"",""brand"":""Mason Industries"",""Length"":""5.00 in"",""Width"":""5.00 in"",""Height"":""1.25 in"",""Top Screw/Rod Diameter"":""5/8\"""",""Unit of Measurement"":""Inch (Imperial)"",""Base Diameter"":""5.00 in"",""Type"":""Machine Leveling Mount"",""Country of Origin"":""Import"",""Material"":""Neoprene/Steel"",""Package Quantity"":""1"",""Manufacturers Part Number"":""MLS-2000"",""Brand"":""Mason Industries"",""meta_description"":""Neoprene Machinery Leveling Mount - 5&quot;L x 5&quot;W x 1-1/4&quot;H. Usually ships in2 days. Buy it and Save at Globalindustrial.com"",""og_description"":""Neoprene Machinery Leveling Mount - 5&quot;L x 5&quot;W x 1-1/4&quot;H. Usually ships in2 days. Buy it and Save at Globalindustrial.com""}",79.95,USD,B250583,MLS-2000,Neoprene Machinery Leveling Mount - 5&quot;L x 5&quot;W x 1-1/4&quot;H. Usually ships in2 days. Buy it and Save at Globalindustrial.com,Neoprene Machinery Leveling Mount - 5&quot;L x 5&quot;W x 1-1/4&quot;H. Usually ships in2 days. Buy it and Save at Globalindustrial.com,MLS-2000,Mason Industries,Neoprene/Steel,1,,Import,5.00 in,,,Inch (Imperial),Machine Leveling Mount,,1.25 in,5.00 in,,,,,,,,,,,,,,,,,,,,,,5.00 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.globalindustrial.com/p/vibration-shock-absorption-mount-threaded-stud-100-inch-dia-50-inch-h-1-4-20-thread?referer=L2MvZmFzdGVuZXJzL21hY2hpbmVfbW91bnRzX3BhZHNfdmlicmF0aW9uX2RhbXBlcnMvdmlicmF0aW9uX2lzb2xhdGluZ19tYWNoaW5lX2xldmVsZXJz,"Vibration/Shock Absorption Mount, Threaded Stud, 1.00"" Dia, .50""H, 1/4-20 Thread",,8.10,USD,"{""price_jsonld"":""1.70"",""currency_jsonld"":""USD"",""sku"":""B831466"",""mpn"":""352.1-25-13-1/4-55"",""brand"":""J.W. Winco"",""Height"":""0.50 in"",""Weight Capacity"":""214 Ft. Lbs. lb-ft"",""Spring Rate"":""21400 Ft. Lbs./In."",""Stud Length"":""0.50 in"",""Load Capacity Range"":""100 - 250 Ft. Lbs. lb-ft"",""Thread"":""1/4-20 in"",""Max Travel"":""0.10\"""",""Unit of Measurement"":""Inch (Imperial)"",""Base Diameter"":""1.00 in"",""Body Mount Material"":""Natural rubber (NR), Vulcanized"",""Color"":""Black"",""Durometer"":""55"",""Country of Origin"":""Import"",""Insert Material"":""Steel, Zinc Plated, Blue Passivated, Molded In"",""Manufacturers Part Number"":""352.1-25-13-1/4-55"",""Cover Plate Material"":""Steel, Zinc Plated, Blue Passivated, Molded In"",""Brand"":""J.W. Winco"",""meta_description"":""Vibration/Shock Absorption Mount, Threaded Stud, 1.00&quot; Dia, .50&quot;H, 1/4-20 Thread. Ships in One Business Day. Buy it and Save at Globalindustrial.com"",""og_description"":""Vibration/Shock Absorption Mount, Threaded Stud, 1.00&quot; Dia, .50&quot;H, 1/4-20 Thread. Ships in One Business Day. Buy it and Save at Globalindustrial.com""}",1.70,USD,B831466,352.1-25-13-1/4-55,"Vibration/Shock Absorption Mount, Threaded Stud, 1.00&quot; Dia, .50&quot;H, 1/4-20 Thread. Ships in One Business Day. Buy it and Save at Globalindustrial.com","Vibration/Shock Absorption Mount, Threaded Stud, 1.00&quot; Dia, .50&quot;H, 1/4-20 Thread. Ships in One Business Day. Buy it and Save at Globalindustrial.com",352.1-25-13-1/4-55,J.W. Winco,,,,Import,,,,Inch (Imperial),,Black,0.50 in,,,,,,,,1/4-20 in,,,214 Ft. Lbs. lb-ft,,,,,,,,,100 - 250 Ft. Lbs. lb-ft,,,1.00 in,,,,,,,,,,,,,0.50 in,,,,,21400 Ft. Lbs./In.,"0.10""","Natural rubber (NR), Vulcanized",55,"Steel, Zinc Plated, Blue Passivated, Molded In","Steel, Zinc Plated, Blue Passivated, Molded In",,,,,,,,,,,,,,
https://www.globalindustrial.com/p/vibration-mount-1-tapped-hole-1-threaded-stud-200-inch-dia-200-inch-h-3-8-16-thread?referer=L2MvZmFzdGVuZXJzL21hY2hpbmVfbW91bnRzX3BhZHNfdmlicmF0aW9uX2RhbXBlcnMvdmlicmF0aW9uX2lzb2xhdGluZ19tYWNoaW5lX2xldmVsZXJz,"Vibration Mount, 1 Tapped Hole, 1 Threaded Stud, 2.00"" Dia, 2.00""H, 3/8-16 Thread",,12.25,USD,"{""price_jsonld"":""10.00"",""currency_jsonld"":""USD"",""sku"":""B831441"",""mpn"":""351.2-51-51-3/8-55"",""brand"":""J.W. Winco"",""Height"":""2.00 in"",""Weight Capacity"":""682 Ft. Lbs. lb-ft"",""Spring Rate"":""1364 Ft. Lbs./In."",""Stud Length"":""1.13 in"",""Load Capacity Range"":""500 - 1000 Ft. Lbs. lb-ft"",""Thread"":""3/8-16 in"",""Max Travel"":""0.50\"""",""Unit of Measurement"":""Inch (Imperial)"",""Base Diameter"":""2.00 in"",""Body Mount Material"":""Natural rubber (NR), Vulcanized"",""Color"":""Black"",""Durometer"":""55"",""Country of Origin"":""Import"",""Insert Material"":""Steel, Zinc Plated, Blue Passivated, Molded In"",""Manufacturers Part Number"":""351.2-51-51-3/8-55"",""Cover Plate Material"":""Steel, Zinc Plated, Blue Passivated, Molded In"",""Brand"":""J.W. Winco"",""meta_description"":""Vibration Mount, 1 Tapped Hole, 1 Threaded Stud, 2.00&quot; Dia, 2.00&quot;H, 3/8-16 Thread. Usually ships in3 days. Buy it and Save at Globalindustrial.com"",""og_description"":""Vibration Mount, 1 Tapped Hole, 1 Threaded Stud, 2.00&quot; Dia, 2.00&quot;H, 3/8-16 Thread. Usually ships in3 days. Buy it and Save at Globalindustrial.com""}",10.00,USD,B831441,351.2-51-51-3/8-55,"Vibration Mount, 1 Tapped Hole, 1 Threaded Stud, 2.00&quot; Dia, 2.00&quot;H, 3/8-16 Thread. Usually ships in3 days. Buy it and Save at Globalindustrial.com","Vibration Mount, 1 Tapped Hole, 1 Threaded Stud, 2.00&quot; Dia, 2.00&quot;H, 3/8-16 Thread. Usually ships in3 days. Buy it and Save at Globalindustrial.com",351.2-51-51-3/8-55,J.W. Winco,,,,Import,,,,Inch (Imperial),,Black,2.00 in,,,,,,,,3/8-16 in,,,682 Ft. Lbs. lb-ft,,,,,,,,,500 - 1000 Ft. Lbs. lb-ft,,,2.00 in,,,,,,,,,,,,,1.13 in,,,,,1364 Ft. Lbs./In.,"0.50""","Natural rubber (NR), Vulcanized",55,"Steel, Zinc Plated, Blue Passivated, Molded In","Steel, Zinc Plated, Blue Passivated, Molded In",,,,,,,,,,,,,,
https://www.globalindustrial.com/p/leveling-foot-threaded-4500-lbs-capacity-3-15-base-dia-41-80-1-2x13-75-d0-s?referer=L2MvZmFzdGVuZXJzL21hY2hpbmVfbW91bnRzX3BhZHNfdmlicmF0aW9uX2RhbXBlcnMvdmlicmF0aW9uX2lzb2xhdGluZ19tYWNoaW5lX2xldmVsZXJz,"Leveling Foot - Threaded - 4500 Lbs. Capacity - 3.15"" Base Dia. - J.W. Winco 41-80-1/2X13-75-D0-S",,549.00,USD,"{""price_jsonld"":""19.00"",""currency_jsonld"":""USD"",""sku"":""B2253483"",""mpn"":""41-80-1/2X13-75-D0-S"",""brand"":""J.W. Winco"",""Weight Capacity"":""4500 lbs"",""Base Height"":""0.12 in"",""Stud Length"":""2.95 in"",""Load Capacity Range"":""2500 - 5000 lbs"",""Thread"":""1/2-13 in"",""Unit of Measurement"":""Inch (Imperial)"",""Base Diameter"":""3.15 in"",""Type"":""Threaded"",""Series"":""GN41"",""Country of Origin"":""Import"",""Material"":""Stainless Steel"",""Description"":""Leveling Foot"",""Manufacturers Part Number"":""41-80-1/2X13-75-D0-S"",""Brand"":""J.W. Winco"",""Leveler Material"":""Stainless Steel"",""meta_description"":""Leveling Foot - Threaded - 4500 Lbs. Capacity - 3.15&quot; Base Dia. - J.W. Winco 41-80-1/2X13-75-D0-S. Usually ships in5 days. Buy it and Save at Globalindustrial.com"",""og_description"":""Leveling Foot - Threaded - 4500 Lbs. Capacity - 3.15&quot; Base Dia. - J.W. Winco 41-80-1/2X13-75-D0-S. Usually ships in5 days. Buy it and Save at Globalindustrial.com""}",19.00,USD,B2253483,41-80-1/2X13-75-D0-S,Leveling Foot - Threaded - 4500 Lbs. Capacity - 3.15&quot; Base Dia. - J.W. Winco 41-80-1/2X13-75-D0-S. Usually ships in5 days. Buy it and Save at Globalindustrial.com,Leveling Foot - Threaded - 4500 Lbs. Capacity - 3.15&quot; Base Dia. - J.W. Winco 41-80-1/2X13-75-D0-S. Usually ships in5 days. Buy it and Save at Globalindustrial.com,41-80-1/2X13-75-D0-S,J.W. Winco,Stainless Steel,,Leveling Foot,Import,,,,Inch (Imperial),Threaded,,,,,,,,,,1/2-13 in,,,4500 lbs,,,,GN41,,,,,2500 - 5000 lbs,,,3.15 in,,,,,,,,,,,,,2.95 in,,,,,,,,,,,,,,,,,,,,,,,,
https://www.globalindustrial.com/p/vibration-shock-absorption-mount-threaded-stud-156-inch-dia-100-inch-h-5-16-18-thread?referer=L2MvZmFzdGVuZXJzL21hY2hpbmVfbW91bnRzX3BhZHNfdmlicmF0aW9uX2RhbXBlcnMvdmlicmF0aW9uX2lzb2xhdGluZ19tYWNoaW5lX2xldmVsZXJz,"Vibration/Shock Absorption Mount, Threaded Stud, 1.56"" Dia, 1.00""H, 5/16-18 Thread",,22.75,USD,"{""price_jsonld"":""3.89"",""currency_jsonld"":""USD"",""sku"":""B831530"",""mpn"":""352.1-40-25-5/16-55"",""brand"":""J.W. Winco"",""Height"":""1.00 in"",""Weight Capacity"":""434 Ft. Lbs. lb-ft"",""Spring Rate"":""1736 Ft. Lbs./In."",""Stud Length"":""0.63 in"",""Load Capacity Range"":""250 - 500 Ft. Lbs. lb-ft"",""Thread"":""5/16-18 in"",""Max Travel"":""0.25\"""",""Unit of Measurement"":""Inch (Imperial)"",""Base Diameter"":""1.56 in"",""Body Mount Material"":""Natural rubber (NR), Vulcanized"",""Color"":""Black"",""Durometer"":""55"",""Country of Origin"":""Import"",""Insert Material"":""Steel, Zinc Plated, Blue Passivated, Molded In"",""Manufacturers Part Number"":""352.1-40-25-5/16-55"",""Cover Plate Material"":""Steel, Zinc Plated, Blue Passivated, Molded In"",""Brand"":""J.W. Winco"",""meta_description"":""Vibration/Shock Absorption Mount, Threaded Stud, 1.56&quot; Dia, 1.00&quot;H, 5/16-18 Thread. Ships in One Business Day. Buy it and Save at Globalindustrial.com"",""og_description"":""Vibration/Shock Absorption Mount, Threaded Stud, 1.56&quot; Dia, 1.00&quot;H, 5/16-18 Thread. Ships in One Business Day. Buy it and Save at Globalindustrial.com""}",3.89,USD,B831530,352.1-40-25-5/16-55,"Vibration/Shock Absorption Mount, Threaded Stud, 1.56&quot; Dia, 1.00&quot;H, 5/16-18 Thread. Ships in One Business Day. Buy it and Save at Globalindustrial.com","Vibration/Shock Absorption Mount, Threaded Stud, 1.56&quot; Dia, 1.00&quot;H, 5/16-18 Thread. Ships in One Business Day. Buy it and Save at Globalindustrial.com",352.1-40-25-5/16-55,J.W. Winco,,,,Import,,,,Inch (Imperial),,Black,1.00 in,,,,,,,,5/16-18 in,,,434 Ft. Lbs. lb-ft,,,,,,,,,250 - 500 Ft. Lbs. lb-ft,,,1.56 in,,,,,,,,,,,,,0.63 in,,,,,1736 Ft. Lbs./In.,"0.25""","Natural rubber (NR), Vulcanized",55,"Steel, Zinc Plated, Blue Passivated, Molded In","Steel, Zinc Plated, Blue Passivated, Molded In",,,,,,,,,,,,,,
https://www.globalindustrial.com/p/silicone-conical-vibration-shock-absorption-mount-1-4-20-thread-97-ft-lbs-max-load?referer=L2MvZmFzdGVuZXJzL21hY2hpbmVfbW91bnRzX3BhZHNfdmlicmF0aW9uX2RhbXBlcnMvdmlicmF0aW9uX2lzb2xhdGluZ19tYWNoaW5lX2xldmVsZXJz,Silicone Conical Vibration/Shock Absorption Mount - 1/4-20 Thread - 97 Ft. Lbs. Max Load,,92.95,USD,"{""price_jsonld"":""16.25"",""currency_jsonld"":""USD"",""sku"":""B2246261"",""mpn"":""256-25-1/4X20-55-GR"",""brand"":""J.W. Winco"",""Weight Capacity"":""97 Ft. Lbs. lb-ft"",""Spring Rate"":""468 Ft. Lbs./In."",""Load Capacity Range"":""0 - 100 Ft. Lbs. lb-ft"",""Thread"":""1/4-20 in"",""Max Travel"":""0.21\"""",""Unit of Measurement"":""Inch (Imperial)"",""Type"":""Tapped"",""Body Mount Material"":""MVQ Silicone Natural Rubber"",""Color"":""Gray"",""Durometer"":""55"",""Country of Origin"":""Import"",""Description"":""Conical Vibration/Shock Absorption Mount"",""Manufacturers Part Number"":""256-25-1/4X20-55-GR"",""Cover Plate Material"":""Stainless Steel, Molded In"",""Temperature Resistance"":""Up to 392° F (200° C) °C"",""Brand"":""J.W. Winco"",""Leveler Material"":""Stainless Steel, Molded In"",""Certifications"":""FDA Compliant"",""meta_description"":""Silicone Conical Vibration/Shock Absorption Mount - 1/4-20 Thread - 97 Ft. Lbs. Max Load. Usually ships in3 days. Buy it and Save at Globalindustrial.com"",""og_description"":""Silicone Conical Vibration/Shock Absorption Mount - 1/4-20 Thread - 97 Ft. Lbs. Max Load. Usually ships in3 days. Buy it and Save at Globalindustrial.com""}",16.25,USD,B2246261,256-25-1/4X20-55-GR,Silicone Conical Vibration/Shock Absorption Mount - 1/4-20 Thread - 97 Ft. Lbs. Max Load. Usually ships in3 days. Buy it and Save at Globalindustrial.com,Silicone Conical Vibration/Shock Absorption Mount - 1/4-20 Thread - 97 Ft. Lbs. Max Load. Usually ships in3 days. Buy it and Save at Globalindustrial.com,256-25-1/4X20-55-GR,J.W. Winco,,,Conical Vibration/Shock Absorption Mount,Import,,,,Inch (Imperial),Tapped,Gray,,,,,,FDA Compliant,,,1/4-20 in,,,97 Ft. Lbs. lb-ft,,,,,,,,,0 - 100 Ft. Lbs. lb-ft,,,,,,,,,,,,,,,,,,,,,468 Ft. Lbs./In.,"0.21""",MVQ Silicone Natural Rubber,55,"Stainless Steel, Molded In",,,,,,,,,,,,,,,
https://www.globalindustrial.com/p/leveling-foot-threaded-4500-lbs-capacity-3-15-base-dia-41-80-1-2x13-125-d3-sk?referer=L2MvZmFzdGVuZXJzL21hY2hpbmVfbW91bnRzX3BhZHNfdmlicmF0aW9uX2RhbXBlcnMvdmlicmF0aW9uX2lzb2xhdGluZ19tYWNoaW5lX2xldmVsZXJz,"Leveling Foot - Threaded - 4500 Lbs. Capacity - 3.15"" Base Dia. - J.W. Winco 41-80-1/2X13-125-D3-SK",,36.95,USD,"{""price_jsonld"":""39.95"",""currency_jsonld"":""USD"",""sku"":""B2253503"",""mpn"":""41-80-1/2X13-125-D3-SK"",""brand"":""J.W. Winco"",""Weight Capacity"":""4500 lbs"",""Base Height"":""0.12 in"",""Stud Length"":""4.92 in"",""Load Capacity Range"":""2500 - 5000 lbs"",""Thread"":""1/2-13 in"",""Unit of Measurement"":""Inch (Imperial)"",""Base Diameter"":""3.15 in"",""Type"":""Threaded"",""Series"":""GN41"",""Country of Origin"":""Import"",""Material"":""Stainless Steel"",""Description"":""Leveling Foot w/ Vulcanized Rubber Underlay"",""Manufacturers Part Number"":""41-80-1/2X13-125-D3-SK"",""Brand"":""J.W. Winco"",""Leveler Material"":""Stainless Steel"",""meta_description"":""Leveling Foot - Threaded - 4500 Lbs. Capacity - 3.15&quot; Base Dia. - J.W. Winco 41-80-1/2X13-125-D3-SK. Usually ships in5 days. Buy it and Save at Globalindustrial.com"",""og_description"":""Leveling Foot - Threaded - 4500 Lbs. Capacity - 3.15&quot; Base Dia. - J.W. Winco 41-80-1/2X13-125-D3-SK. Usually ships in5 days. Buy it and Save at Globalindustrial.com""}",39.95,USD,B2253503,41-80-1/2X13-125-D3-SK,Leveling Foot - Threaded - 4500 Lbs. Capacity - 3.15&quot; Base Dia. - J.W. Winco 41-80-1/2X13-125-D3-SK. Usually ships in5 days. Buy it and Save at Globalindustrial.com,Leveling Foot - Threaded - 4500 Lbs. Capacity - 3.15&quot; Base Dia. - J.W. Winco 41-80-1/2X13-125-D3-SK. Usually ships in5 days. Buy it and Save at Globalindustrial.com,41-80-1/2X13-125-D3-SK,J.W. Winco,Stainless Steel,,Leveling Foot w/ Vulcanized Rubber Underlay,Import,,,,Inch (Imperial),Threaded,,,,,,,,,,1/2-13 in,,,4500 lbs,,,,GN41,,,,,2500 - 5000 lbs,,,3.15 in,,,,,,,,,,,,,4.92 in,,,,,,,,,,,,,,,,,,,,,,,,
https://www.globalindustrial.com/p/leveling-mount-w-bolt-steel-12-13-x-2-bolt-1-78-dia-x-3-18-h-5000-lb-capacity,"Leveling Mount w/ Bolt - Steel - 1/2-13 x 2"" Bolt - 1-7/8"" Dia. x 3-1/8"" H - 5000 Lb. Capacity",,319.95,USD,"{""price_jsonld"":""21.00"",""currency_jsonld"":""USD"",""sku"":""B2249900"",""mpn"":""LM-303"",""brand"":""Morton Machine Works"",""Height"":""3.13 in"",""Weight Capacity"":""5000 lbs"",""Stud Length"":""2.00 in"",""Load Capacity Range"":""2500 - 5000 lbs"",""Thread"":""1/2-13 in"",""Unit of Measurement"":""Inch (Imperial)"",""Base Diameter"":""1.88 in"",""Swivel Angle"":""10°"",""Country of Origin"":""Made In USA"",""Material"":""Steel"",""Description"":""Leveling Foot"",""Package Quantity"":""1"",""Manufacturers Part Number"":""LM-303"",""Brand"":""Morton Machine Works"",""meta_description"":""Leveling Mount w/ Bolt - Steel - 1/2-13 x 2&quot; Bolt - 1-7/8&quot; Dia. x 3-1/8&quot; H - 5000 Lb. Capacity. Usually ships in2 days. Buy it and Save at Globalindustrial.com"",""og_description"":""Leveling Mount w/ Bolt - Steel - 1/2-13 x 2&quot; Bolt - 1-7/8&quot; Dia. x 3-1/8&quot; H - 5000 Lb. Capacity. Usually ships in2 days. Buy it and Save at Globalindustrial.com""}",21.00,USD,B2249900,LM-303,Leveling Mount w/ Bolt - Steel - 1/2-13 x 2&quot; Bolt - 1-7/8&quot; Dia. x 3-1/8&quot; H - 5000 Lb. Capacity. Usually ships in2 days. Buy it and Save at Globalindustrial.com,Leveling Mount w/ Bolt - Steel - 1/2-13 x 2&quot; Bolt - 1-7/8&quot; Dia. x 3-1/8&quot; H - 5000 Lb. Capacity. Usually ships in2 days. Buy it and Save at Globalindustrial.com,LM-303,Morton Machine Works,Steel,1,Leveling Foot,Made In USA,,,,Inch (Imperial),,,3.13 in,,,,,,,,1/2-13 in,,,5000 lbs,,,,,,,,,2500 - 5000 lbs,,,1.88 in,,,,,,,,,,,,,2.00 in,,,,,,,,,,,,,,,,,,,,,,,,
https://www.globalindustrial.com/p/vibration-shock-absorption-mount-threaded-stud-118-inch-dia-20mm-h-m8-x-125-thread?referer=L2MvZmFzdGVuZXJzL21hY2hpbmVfbW91bnRzX3BhZHNfdmlicmF0aW9uX2RhbXBlcnMvdmlicmF0aW9uX2lzb2xhdGluZ19tYWNoaW5lX2xldmVsZXJz,"Vibration/Shock Absorption Mount, Threaded Stud, 1.18"" Dia, 20mm H, M8 x 1.25 Thread",,7.50,USD,"{""price_jsonld"":""3.20"",""currency_jsonld"":""USD"",""sku"":""B831520"",""mpn"":""352-30-20-M8-S-55"",""brand"":""J.W. Winco"",""Height"":""20 mm"",""Weight Capacity"":""924 Ft. Lbs. lb-ft"",""Spring Rate"":""185 Ft. Lbs./In."",""Stud Length"":""0.79 in"",""Load Capacity Range"":""500 - 1000 Ft. Lbs. lb-ft"",""Thread"":""M8 x 1.25 in"",""Max Travel"":""5mm"",""Unit of Measurement"":""Metric"",""Base Diameter"":""1.18 in"",""Body Mount Material"":""Natural rubber (NR), Vulcanized"",""Color"":""Black"",""Durometer"":""55"",""Country of Origin"":""Import"",""Insert Material"":""Steel, Zinc Plated, Blue Passivated, Molded In"",""Manufacturers Part Number"":""352-30-20-M8-S-55"",""Cover Plate Material"":""Steel, Zinc Plated, Blue Passivated, Molded In"",""Brand"":""J.W. Winco"",""meta_description"":""Vibration/Shock Absorption Mount, Threaded Stud, 1.18&quot; Dia, 20mm H, M8 x 1.25 Thread. Ships in One Business Day. Buy it and Save at Globalindustrial.com"",""og_description"":""Vibration/Shock Absorption Mount, Threaded Stud, 1.18&quot; Dia, 20mm H, M8 x 1.25 Thread. Ships in One Business Day. Buy it and Save at Globalindustrial.com""}",3.20,USD,B831520,352-30-20-M8-S-55,"Vibration/Shock Absorption Mount, Threaded Stud, 1.18&quot; Dia, 20mm H, M8 x 1.25 Thread. Ships in One Business Day. Buy it and Save at Globalindustrial.com","Vibration/Shock Absorption Mount, Threaded Stud, 1.18&quot; Dia, 20mm H, M8 x 1.25 Thread. Ships in One Business Day. Buy it and Save at Globalindustrial.com",352-30-20-M8-S-55,J.W. Winco,,,,Import,,,,Metric,,Black,20 mm,,,,,,,,M8 x 1.25 in,,,924 Ft. Lbs. lb-ft,,,,,,,,,500 - 1000 Ft. Lbs. lb-ft,,,1.18 in,,,,,,,,,,,,,0.79 in,,,,,185 Ft. Lbs./In.,5mm,"Natural rubber (NR), Vulcanized",55,"Steel, Zinc Plated, Blue Passivated, Molded In","Steel, Zinc Plated, Blue Passivated, Molded In",,,,,,,,,,,,,,
https://www.globalindustrial.com/p/leveling-foot-w-plastic-cap-3-4-10-x-393-inches-stud-315-inches-base-dia-485-inchesh-3370-lbs-cap-304-ss?referer=L2MvZmFzdGVuZXJzL21hY2hpbmVfbW91bnRzX3BhZHNfdmlicmF0aW9uX2RhbXBlcnMvdmlicmF0aW9uX2lzb2xhdGluZ19tYWNoaW5lX2xldmVsZXJz,"Leveling Foot W/Plastic Cap, 3/4-10 x 3.93"" Stud, 3.15"" Base Dia, 4.85""H, 3370 Lbs. Cap, 304 SS",,815.00,USD,"{""price_jsonld"":""61.95"",""currency_jsonld"":""USD"",""sku"":""B831822"",""mpn"":""41-80-3/4X10-100-D3-UK"",""brand"":""J.W. Winco"",""Height"":""4.85 in"",""Weight Capacity"":""3370 lbs"",""Stud Length"":""3.94 in"",""Load Capacity Range"":""2500 - 5000 lbs"",""Thread"":""3/4-10 in"",""Unit of Measurement"":""Inch (Imperial)"",""Base Diameter"":""3.15 in"",""Type"":""Threaded"",""Stud"":""Pivots Up To 6°"",""Country of Origin"":""Import"",""Material"":""304 Series Stainless Steel"",""Description"":""Leveling Foot w/ Vulcanized Rubber Underlay"",""Manufacturers Part Number"":""41-80-3/4X10-100-D3-UK"",""Brand"":""J.W. Winco"",""Leveler Material"":""304 Series Stainless Steel"",""meta_description"":""Leveling Foot W/Plastic Cap, 3/4-10 x 3.93&quot; Stud, 3.15&quot; Base Dia, 4.85&quot;H, 3370 Lbs. Cap, 304 SS. Usually ships in2 days. Buy it and Save at Globalindustrial.com"",""og_description"":""Leveling Foot W/Plastic Cap, 3/4-10 x 3.93&quot; Stud, 3.15&quot; Base Dia, 4.85&quot;H, 3370 Lbs. Cap, 304 SS. Usually ships in2 days. Buy it and Save at Globalindustrial.com""}",61.95,USD,B831822,41-80-3/4X10-100-D3-UK,"Leveling Foot W/Plastic Cap, 3/4-10 x 3.93&quot; Stud, 3.15&quot; Base Dia, 4.85&quot;H, 3370 Lbs. Cap, 304 SS. Usually ships in2 days. Buy it and Save at Globalindustrial.com","Leveling Foot W/Plastic Cap, 3/4-10 x 3.93&quot; Stud, 3.15&quot; Base Dia, 4.85&quot;H, 3370 Lbs. Cap, 304 SS. Usually ships in2 days. Buy it and Save at Globalindustrial.com",41-80-3/4X10-100-D3-UK,J.W. Winco,304 Series Stainless Steel,,Leveling Foot w/ Vulcanized Rubber Underlay,Import,,,,Inch (Imperial),Threaded,,4.85 in,,,,,,,,3/4-10 in,,,3370 lbs,,,,,,,,,2500 - 5000 lbs,,,3.15 in,,,,,,,,,,,,,3.94 in,,,,,,,,,,,,,,,,,,,,,,,,
https://www.globalindustrial.com/p/r-4-neoprene-leveling-mount-red?referer=L2MvZmFzdGVuZXJzL21hY2hpbmVfbW91bnRzX3BhZHNfdmlicmF0aW9uX2RhbXBlcnMvdmlicmF0aW9uX2lzb2xhdGluZ19tYWNoaW5lX2xldmVsZXJz,R-4 Neoprene Leveling Mount - Red,,22.75,USD,"{""price_jsonld"":""11.75"",""currency_jsonld"":""USD"",""sku"":""B250586"",""mpn"":""R-4-250 RED"",""brand"":""Mason Industries"",""Length"":""2.25 in"",""Width"":""2.25 in"",""Height"":""0.88 in"",""Weight Capacity"":""600 lbs"",""Load Capacity Range"":""500 - 1000 lbs"",""Mount Hole Diameter"":""0.38 in"",""Unit of Measurement"":""Inch (Imperial)"",""Base Diameter"":""2.25 in"",""Type"":""Tapped Mount"",""Color"":""Red"",""Country of Origin"":""Import"",""Material"":""Neoprene/Steel"",""Package Quantity"":""1"",""Manufacturers Part Number"":""R-4-250 RED"",""Brand"":""Mason Industries"",""meta_description"":""R-4 Neoprene Leveling Mount - Red. Usually ships in3 days. Buy it and Save at Globalindustrial.com"",""og_description"":""R-4 Neoprene Leveling Mount - Red. Usually ships in3 days. Buy it and Save at Globalindustrial.com""}",11.75,USD,B250586,R-4-250 RED,R-4 Neoprene Leveling Mount - Red. Usually ships in3 days. Buy it and Save at Globalindustrial.com,R-4 Neoprene Leveling Mount - Red. Usually ships in3 days. Buy it and Save at Globalindustrial.com,R-4-250 RED,Mason Industries,Neoprene/Steel,1,,Import,2.25 in,,,Inch (Imperial),Tapped Mount,Red,0.88 in,2.25 in,,,,,,,,,,600 lbs,,,,,,,,,500 - 1000 lbs,,,2.25 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
